geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
MIR548I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363582	0	0
AB059369	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	26378	0	0
MIR3138	3	40	0	0	0	10	0	0	0	0	0	0	37	0	0	0	14	43	10	0	363	37	14
DQ589421	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	5695927	5	0
DQ583133	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	1519718	5	0
DQ581767	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	4286816	5	0
DQ584082	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	132000	5	0
MIR572	0	0	0	174	0	138	0	4	0	4	0	0	0	0	0	0	0	0	312	0	3778	0	0
MIR548AJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR573	344	140	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	484	0	0	0	523	0
MIR4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR574	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
JN120858	2	2	2	0	5	1	1	4	2	8	2	1	3	177	0	3	0	6	6	0	0	180	3
JN120857	2	1	2	0	5	1	0	4	0	7	0	1	3	177	0	2	0	5	6	0	0	180	2
MIR4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK027252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC152578	2	49	10	0	6	3	14	0	3	82	3	0	4	0	3	9	2	61	9	0	0	7	11
LOC401134	317	227	4989	63	331	301	81	25	15	111	75	39	2287	1477	1149	1723	1443	5533	695	0	0	4913	3166
UGT2B17	4	17	3	4	9	0	13	6	2	4	0	2	8	0	2	5	2	24	13	0	0	10	7
CSN1S2BP	1	1	5	0	3	2	3	0	0	0	2	4	2	0	0	6	1	7	5	0	0	2	7
AREG	40	558	85	7	13675	752	7196	428	26	149	14666	30	32	58	14	7102	498	683	14434	0	4084	104	7600
LOC441025	2	3	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	5	0	0	1158	0	0
MIR4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
FW340024	1006	11516	22	47	147	4646	5482	1832	285	2628	4103	16999	6738	3835	9769	1529	32826	12544	4840	0	235	20342	34355
DL491209	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	235	14	0
MIR575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0
AK128593	774	1962	9	1	275	72	3537	789	110	370	439	4	1157	753	0	80	8	2745	348	0	2078	1910	88
MIR4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577	0	0
LOC644248	0	0	0	0	0	0	2	0	0	3	0	4	2	2	0	0	0	0	0	0	2824	4	0
MIR3684	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	331	14	0
ADH1C	2	8	0	1	4	2	2	1	0	2	1	0	2	3	4	5	3	10	7	0	326	9	8
LOC100507096	2	2	7	2	1	0	5	0	2	0	2	2	0	1	0	5	0	11	3	0	94	1	5
Mir_576	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	107	0	0
MIR1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
MIR577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
MIR1973	0	1	0	4	0	1	7	1	0	1	1	0	0	0	0	0	2	1	5	0	31	0	2
Myopodin	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	643	0	2
AK309988	7	10	0	3	4	2	40	0	2	7	2	2	4	2	2	5	0	17	9	0	643	8	5
LOC645513	4406	1084	311	28	7457	52	2371	337	21	328	8	8	1744	193	22	105	164	5801	7537	0	643	1959	269
MIR2054	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	71	0	0
BC131768	22	9	17	0	24	10	0	0	0	0	0	0	25	0	6	0	0	48	34	0	9	31	0
SLC7A11	285	374	136	53	16518	120	7945	53	82	216	65	1087	60140	34275	4564	75056	13203	795	16691	0	38	98979	88259
FREM3	361	164	1073	61	277	233	166	42	54	169	169	78	819	572	290	643	517	1598	571	0	568	1681	1160
MIR4799	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	22	0	1445	2	0
SNORD73	0	1	0	0	1	2	0	0	0	0	0	0	1	2	0	2	7	1	3	0	87	3	9
MIR3140	0	38	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	38	0	0	20844	2	0
DJ439526	0	0	0	0	0	1	81	105	2	62	21	13	2	0	0	0	0	0	1	0	37	2	0
MIR3688-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	0	0
MIR3688-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0
NPYY1	0	0	0	0	0	0	110	0	1	2	0	2	0	0	0	2	0	0	0	0	569	0	2
MIR578	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	647	3	0
JA611274	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	384	3	0
HH932813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	384	2	2
HSP90AA6P	103	331	125	0	183	486	897	1010	16	467	360	2091	1566	287	526	905	271	559	669	0	10	2379	1176
MIR4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
MIR1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0
CLDN24	2	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0
LOC731424	0	0	0	0	489	0	1	0	1	2	5	0	2	0	855	0	0	0	489	0	11110	857	0
MIR3945	0	0	0	0	489	0	0	0	0	0	0	1	0	0	855	0	0	0	489	0	13550	855	0
BC128459	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	3166	0	7
LOC339975	23	25	68	19	66	12	92	23	12	65	16	176	21	17	22	45	28	116	97	0	129	60	73
HSP90AA4P	4562	4096	697	1006	4363	3387	3245	2344	74	1090	2286	8547	6560	5210	2731	8545	2361	9355	8756	0	129	14501	10906
AK023178	182	0	2	0	0	2	360	149	3	141	2	0	146	8	106	0	10	184	2	0	133	260	10
MIR4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
LOC100506688	2	1	2	1	1	0	11	2	4	0	0	0	0	5	2	4	0	5	2	0	339	7	4
MIR4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0
MIR4457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
AK126225	1902	709	3	1363	345	1575	340	1172	19	109	4283	183	710	836	1975	2031	210	2614	3283	0	54	3521	2241
DQ598099	0	0	0	0	0	0	186	0	0	21	0	0	0	0	0	0	0	0	0	0	948	0	0
MIR4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0	0
MIR4278	124	183	304	220	239	1501	0	0	0	0	0	0	167	147	922	252	447	611	1960	0	646	1236	699
MIR4454	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2627	8	0
MIR4458	0	0	0	8	0	0	0	0	0	0	0	0	0	2	5	0	4	0	8	0	2627	7	4
MIR4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2354	0	0
LOC100505806	0	33	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	33	0	0	1079	0	0
ANKRD33B	1642	29559	34	7	112	69	2108	48	43	63	26	33	1067	5	4	31	9	31235	188	0	2606	1076	40
MIR4637	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2606	4	0
Mir_887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
LOC340107	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2814	0	0
MIR4279	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2814	0	0
DQ578105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
MIR580	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1187	0	0
JF824130	5	2	258	0	133	2	7	5	1	8	6	10	35	107	2	2	24	265	135	0	540	144	26
MIR3650	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	461	73	0
LOC100506548	3180	1	1	0	992	620	148	4	10	551	0	2	1182	87	0	2129	131	3182	1612	0	94	1269	2260
DQ601842	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	239	0	0
LOC100132356	0	1	0	0	0	0	0	362	0	0	0	0	0	0	0	0	2	1	0	0	239	0	2
MIR581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
IDAS	2	0	1	4	0	4	17	2	4	288	2	2	2	0	4	6	1	3	8	0	94	6	7
Mir_582	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	462	0	0
FAM159B	5	7	6	0	2	0	18	3	6	40	33	10	9	2	2	12	3	18	2	0	54	13	15
LOC100303749	11	2	18	0	0	5	18	40	2	227	0	2	0	0	35	2	6	31	5	0	55	35	8
DQ570835	3	2	2	0	1081	1599	76	4	0	93	2	1	1	2	0	1	0	7	2680	0	30281	3	1
DQ577092	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0
MIR4803	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	957	12	0
MIR4804	0	31	0	0	0	2	0	0	0	0	0	0	7	12	24	0	0	31	2	0	29	43	0
NCRUPAR	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6484	1	0
HM358977	130	127	3	34	20	302	465	1623	6	562	235	570	202	17	343	492	259	260	356	0	122	562	751
THBS4	9	4	17	2	7	2	15	2	3	18	2	6	18	19	2	6	14	30	11	0	32	39	20
MTRNR2L2	304257	445031	1029319	353454	546262	200983	923369	775057	684826	367217	760873	427266	286596	540190	584884	344139	725965	1778607	1100699	0	86	1411670	1070104
MIR3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
MIR3607	14	1	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	15	5	0	1171	1	0
MIR4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339	0	0
MIR9-2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	253	0	0
MIR3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	46	7	19
MIR2277	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	45	2	0
DQ590013	1682	461	764	1681	5406	5281	746	374	316	270	992	2537	2911	2389	85	802	10643	2907	12368	0	1579	5385	11445
MIR583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1579	0	0
HM358988	6	7	2	7	6	69	136	230	10	152	76	261	51	16	56	52	89	15	82	0	42	123	141
LOC100289230	0	19	0	0	0	0	6	12	0	117	721	0	0	0	0	0	0	19	0	0	42	0	0
JA429508	4	0	0	2	5	14	0	0	0	4	0	0	3	2	2	2	20	4	21	0	224	7	22
JA429135	0	0	0	0	0	56	0	0	0	0	0	0	34	0	0	0	0	0	56	0	34887	34	0
LOC100289673	0	8	0	0	0	0	6	0	0	3	0	0	5	0	0	8	0	8	0	0	443	5	8
LOC100505678	197	1920	247	24	1885	49	4929	1494	93	527	1606	71	783	487	49	61	1405	2364	1958	0	121	1319	1466
ZRSR1	78	173	2	115	77	334	117	181	0	677	0	1	106	25	2	0	1	253	526	0	14243	133	1
LOC644100	5492	22472	3818	1058	2369	4989	16750	8257	1436	7102	12043	5773	9105	5942	3714	7413	3027	31782	8416	0	1212	18761	10440
LOC100505841	2	11	18	0	2	4	7	5	0	3	0	4	14	2	20	9	8	31	6	0	1301	36	17
AJ515158	215	1680	3	2	841	4940	1058	455	1	67	3	2	90	1005	3	618	3455	1898	5783	0	85	1098	4073
MIR4633	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	85	0	0
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
SnoZ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	0	0
MIR3936	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2560	0	0
MIR1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	325	3	1
MIR3661	0	0	0	115	0	190	53	2	0	118	0	0	17	0	0	1	54	0	305	0	325	17	55
MIR4461	39	81	61	19	40	108	300	102	938	225	523	249	35	129	80	39	142	181	167	0	68	244	181
VTRNA2-1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3280	0	0
MIR874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
LOC729080	686	668	1	0	664	790	57	38	2	167	0	2	186	330	44	39	531	1355	1454	0	5005	560	570
AX748172	0	0	0	1	0	0	0	0	0	0	0	0	0	2	229	0	0	0	1	0	5005	231	0
SNORA36	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2863	3	0
JA682567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MIR143	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	11578	0	0
JA483376	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11578	0	0
Mir_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0
ZNF300	0	3	2	0	0	0	0	2	0	2	0	5	0	4	9	736	49	5	0	0	11625	13	785
GPX3	5	78	2	0	5	251	7158	55	631	1021	8444	4695	477	1515	26	881	2776	85	256	0	591	2018	3657
LOC729421	0	0	0	9	0	1	0	2	0	0	0	0	0	0	0	0	0	0	10	0	544	0	0
MIR3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
AL049415	45	3	2	1630	7	2	675	739	2	82	14	2	581	2668	6137	838	48	50	1639	0	50	9386	886
AK000953	0	0	0	0	0	16	1	0	0	0	0	0	2	0	0	1	0	0	16	0	50	2	1
DKFZp686M11215	950	977	1	350	174	79	75	51	22	100	0	2	26	376	0	0	0	1928	603	0	3749	402	0
HI423497	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	738	0	0
JA682587	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	293	0	0
MIR3142	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	91	3	0
MIR146A	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	454	3	0
MIR103B1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	4	0	74	1	0
MIR585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
MIR378E	0	3	0	0	3	11	0	0	0	0	0	0	3	0	21	0	3	3	14	0	69	24	3
DL490294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
MIR3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
EFCAB9	2	6	40	2	1	1	13	10	2	1	1	0	6	1	3	10	10	48	4	0	78	10	20
AK316321	0	0	0	0	0	0	9	131	0	1	0	0	0	0	0	0	0	0	0	0	3457	0	0
MIR4634	364	1192	3503	7670	544	613	0	0	0	0	0	2	0	2214	43275	1189	15803	5059	8827	0	175	45489	16992
Hfb1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	271	0	0
DQ570256	17	0	64	0	3	2	0	0	0	0	0	0	2	0	17	9	0	81	5	0	4069	19	9
MIR4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
AK309215	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	34	0	0	0	0	300	3	34
HI503955	768	93	3	3	984	853	220	163	3	634	185	22	989	1310	1777	2154	2327	864	1840	0	9994	4076	4481
CBY3	0	1	2	0	0	0	5	0	0	0	0	0	2	0	0	1	0	3	0	0	58379	2	1
MIR1229	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	3397	0	0
AK095057	22	37	54	170	1	586	1188	1420	328	243	147	6	799	262	75	125	2	113	757	0	3397	1136	127
DQ589679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1560	0	0
MIR4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
CR933638	1370	3	478	2	3	4	851	2	2	59	6	3	581	2	0	8	4	1851	9	0	13788	583	12
MIR4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6001	0	0
MIR3691	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	228	3	0
AK129879	1064	2210	1	0	401	241	117	201	213	299	3	1	862	17	0	1162	88	3275	642	0	4437	879	1250
MIR4639	0	0	0	0	66	9	0	0	0	5	0	0	27	0	0	0	0	0	75	0	4783	27	0
FLJ23152	5	6	5	2	6	1	6	3	3	8	5	0	8	4	1	2	0	16	9	0	4783	13	2
DQ599995	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2242	0	0
MIR548A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2242	0	0
DQ586576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0
HIST1H2APS1	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	7	2	1	0	0	197	0	9
MIR3143	15	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15	0	0	98	17	0
LOC100131289	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
AK311106	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	2592	0	0
DQ581281	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2592	0	0
LOC100129636	157	114	11	3	20	4	21	52	2	180	15	15	55	72	6	34	19	282	27	0	6211	133	53
DQ573101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29642	0	0
AK309533	46	3448	239	3126	67	120	2541	9562	437	4789	237	60	71	1	8	4	1494	3733	3313	0	224	80	1498
MIR877	2	5	2	1344	2	14	8	70	1	2	29	0	50	0	148	0	16	9	1360	0	3091	198	16
MIR4640	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12887	0	0
MUC22	3	4	2	2	4	0	31	7311	6	3	0	68	6	2	2	14	0	9	6	0	42562	10	14
PMSP	0	0	0	0	0	0	2	2052	3	7	1	2	0	0	0	0	0	0	0	0	11823	0	0
MIR4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	16	0	0	0	86	2	20
MIR1236	0	0	0	0	7	0	0	7	0	0	0	26	0	0	0	183	0	0	7	0	5227	0	183
CYP21A1P	0	1	0	0	1	0	2	89	0	2	0	0	0	1	0	183	0	1	1	0	18037	1	183
PPT2-EGFL8	89	23	4	7	898	63	406	724	3	459	0	5	8	6	2	186	5	116	968	0	5404	16	191
HCG23	0	2	1	2	0	0	8	2	3	4	3	7	94	0	4	0	0	3	2	0	11041	98	0
LOC100507463	370	174	2	0	304	163	572	1575	2	338	2	1	70	720	0	368	13	546	467	0	4468	790	381
JA611279	0	0	2	0	0	0	0	2	0	0	328	0	0	0	0	0	0	2	0	0	6211	0	0
HCG25	12	193	7	2	3	7377	429	2595	75	459	2	0	1	5	42	0	6	212	7382	0	47388	48	6
NGS-17	1283	1782	22	16	13924	2157	4306	5327	483	971	1077	3	4843	7934	11	15	14859	3087	16097	0	2	12788	14874
ITPR3	1128	1409	46	3646	9662	5255	8271	39280	1803	8957	14391	1279	9092	815	825	821	3320	2583	18563	0	9	10732	4141
DQ591368	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	9	2	0
DQ593162	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	2	0	45	2	0
DQ588564	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	63	2	0
DQ595963	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	63	2	0
DQ587023	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	63	2	0
DQ601690	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	63	2	0
DQ575513	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	63	2	0
DQ578049	0	0	28	0	0	0	0	0	0	0	0	0	2	2	0	0	0	28	0	0	63	4	0
DQ577182	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	63	2	0
DQ584412	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	55	2	0
DQ582579	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	55	2	0
DQ575895	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	222	2	0
DQ575377	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	217	2	0
DQ586570	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12598	2	0
DQ573704	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	54	2	0
DQ579654	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	94	2	0
DQ570748	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	340	2	0
DQ599657	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	340	2	0
DQ577931	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	340	2	0
DQ586699	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	340	2	0
DQ575062	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	46	2	0
DQ587590	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	405	2	0
DQ595081	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	405	2	0
DQ570026	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	373	2	0
DQ571863	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	2	0
DQ571410	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	2	0
DQ578421	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0
DQ583382	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31	2	0
DQ588801	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	47	2	0
DQ572638	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	47	2	0
DQ592861	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	19	2	0
DQ601324	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	26	2	0
DQ583111	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	2	0
DQ590825	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	2	0
DQ578079	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	2	0
DQ578686	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	2	0
DQ601655	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	2	0
DQ591577	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	48	2	0
DQ571738	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	48	2	0
DQ576197	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	2	0
DQ570651	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
DQ599973	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	2	0
DQ597719	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10046	2	0
DQ586674	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10046	2	0
DQ594165	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9646	2	0
DQ578525	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6264	2	0
DQ597137	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	294	2	0
DQ571282	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4482	2	0
DQ570892	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4482	2	0
DQ586217	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4482	2	0
DQ579683	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4482	2	0
MIR1275	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1826	2	0
DQ591995	91	101	0	0	5	421	600	3	36	13	4849	6	285	28	5	6892	710	192	426	0	27	318	7602
RPS10-NUDT3	6319	2142	13785	6919	14229	1749	9755	7817	644	3975	4799	4139	13294	6728	8912	2393	1257	22246	22897	0	27	28934	3650
MIR3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	2	0
MIR4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0
MIR4641	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	1421	0	0
ATP6V0CP3	0	2	0	0	0	1	64	19	1	12	49	1	0	0	0	5	1	2	1	0	1421	0	6
HV497030	0	0	1	0	0	131	435	12	11	89	0	0	0	0	205	0	0	1	131	0	449	205	0
MIR4647	143	387	1	0	80	34	301	591	0	273	0	160	300	0	131	10	0	531	114	0	454	431	10
