gene	T1a	T1b	T2	T3	N1	N2
Gene_16103	0	0	1	0	0	0
Gene_16104	52	53	9	58	171	73
Gene_16105	1	2	2	7	9	7
Gene_16106	21	34	61	27	8	18
Gene_16107	1918	1297	5153	5337	3832	3513
Gene_16108	89	75	183	177	155	75
Gene_16109	36	20	55	15	14	17
Gene_16110	0	0	1	86	0	5
Gene_16111	9	8	10	3	11	8
Gene_16112	22	15	65	85	30	14
Gene_16113	22	16	14	73	6	6
Gene_16114	18311	11999	79123	29834	42730	24281
Gene_16115	193	171	647	358	352	230
Gene_16116	7	4	33	117	11	65
Gene_16117	855	1097	1749	2907	2335	827
Gene_16118	270	146	511	566	290	208
Gene_16119	130	144	431	94	198	131
Gene_16120	55	43	93	31	29	63
Gene_16121	0	0	12	0	1	0
Gene_16122	164	109	127	500	605	195
Gene_16123	1	0	0	0	0	0
Gene_16124	0	0	11	3	7	5
Gene_16125	10	9	2	152	193	35
Gene_16126	2	0	2	0	0	0
Gene_16127	93	82	303	142	295	117
Gene_16128	112	77	259	278	180	147
Gene_16129	3	5	1	1	3	1
Gene_16130	80	24	206	56	62	80
Gene_16131	47	25	214	43	58	82
Gene_16132	151	142	289	251	198	429
Gene_16133	111	130	221	469	571	133
Gene_16134	110	91	135	432	584	205
Gene_16135	4	21	121	17	9	57
Gene_16136	13	32	27	47	50	28
Gene_16137	0	9	0	0	241	35
Gene_16138	19	19	35	46	88	41
Gene_16139	2	7	6	46	0	10
Gene_16140	0	0	1	0	13	0
Gene_16141	0	0	12	8	0	6
Gene_16142	24	20	129	51	17	9
Gene_16143	123	40	188	131	179	276
Gene_16144	1	0	0	0	2	0
Gene_16145	7	5	35	19	1	4
Gene_16146	0	0	2	9	0	5
Gene_16147	19	5	25	28	28	33
Gene_16148	7	2	20	30	4	4
Gene_16149	259	95	211	16	51	87
Gene_16150	30	32	61	82	29	43
Gene_16151	0	0	0	10	15	6
Gene_16152	551	542	1923	1525	1457	842
Gene_16153	6	0	0	7	266	625
Gene_16154	8	6	8	0	0	2
Gene_16155	0	0	1	0	0	0
Gene_16156	46	38	1	0	0	0
Gene_16157	46	19	66	74	9	13
Gene_16158	43	59	85	143	122	113
Gene_16159	7	1	6	0	10	4
Gene_16160	234	62	599	48	423	435
Gene_16161	1	0	1	0	2	1
Gene_16162	4	7	37	0	0	2
Gene_16163	792	994	56	1731	6341	4065
Gene_16164	9	7	1	0	1	36
Gene_16165	547	536	5401	6803	1854	1025
Gene_16166	98	111	402	270	176	189
Gene_16167	7	7	7	19	4	16
Gene_16168	65	40	1374	131	130	107
Gene_16169	2	2	0	0	3	1
Gene_16170	9	14	33	39	38	38
Gene_16171	25	24	20	4	11	17
Gene_16172	104	60	142	22	64	130
Gene_16173	183	129	957	301	22	63
Gene_16174	25	10	3	0	0	1
Gene_16175	0	4	11	8	69	11
Gene_16176	34	27	61	10	55	50
Gene_16177	55	53	92	190	210	163
Gene_16178	140	86	263	242	441	328
Gene_16179	71	69	118	56	125	160
Gene_16180	414	332	608	997	902	380
Gene_16181	12	27	35	46	17	11
Gene_16182	13	11	45	6	23	39
Gene_16183	73	39	56	124	35	87
Gene_16184	130	72	264	221	354	448
Gene_16185	29	21	115	211	98	11
Gene_16186	0	0	0	0	0	15
Gene_16187	51	38	283	21	7	42
Gene_16188	4	4	19	7	4	9
Gene_16189	1	0	0	0	0	1
Gene_16190	3	0	23	0	0	2
Gene_16191	1048	901	5019	3500	2909	4114
Gene_16192	39	48	145	53	40	97
Gene_16193	6	10	60	0	14	3
Gene_16194	73	81	360	160	133	173
Gene_16195	1	2	17	8	6	3
Gene_16196	317	132	416	37	181	335
Gene_16197	33	30	71	46	95	77
Gene_16198	247	91	273	403	343	374
Gene_16199	39	29	6	32	6	11
Gene_16200	0	0	0	7	0	0
Gene_16201	0	0	0	0	0	6
Gene_16202	0	0	0	0	0	1
Gene_16203	40	16	38	48	25	26
Gene_16204	45	38	118	14	37	57
Gene_16205	35	20	4	43	20	16
Gene_16206	1	0	0	0	0	0
Gene_16207	130	147	386	249	371	210
Gene_16208	143	167	78	181	290	50
Gene_16209	3	0	1	1	0	3
Gene_16210	58	63	209	221	301	126
Gene_16211	6	3	18	18	24	5
Gene_16212	68	113	85	119	84	120
Gene_16213	0	0	0	0	8	1
Gene_16214	3	0	17	0	0	4
Gene_16215	1	3	6	3	7	12
Gene_16216	74	95	212	62	154	60
Gene_16217	102	52	34	57	94	23
Gene_16218	75	128	337	1724	459	284
Gene_16219	1	0	0	0	0	0
Gene_16220	61	51	310	24	37	38
Gene_16221	106	77	181	159	222	140
Gene_16222	2	1	23	8	8	2
Gene_16223	0	0	13	0	0	0
Gene_16224	41	14	223	56	35	67
Gene_16225	1	0	0	0	1	0
Gene_16226	5	8	2	0	2	0
Gene_16227	39	36	238	135	78	57
Gene_16228	30	54	73	7	33	27
Gene_16229	2	0	4	5	4	0
Gene_16230	42	40	41	59	66	18
Gene_16231	551	199	4397	2124	1376	1527
Gene_16232	9	3	23	18	177	7
Gene_16233	0	0	3	0	0	0
Gene_16234	4	9	6	0	0	1
Gene_16235	11	5	26	12	4	12
Gene_16236	0	0	2	0	0	0
Gene_16237	607	350	2410	1308	1694	1063
Gene_16238	38	20	0	1	0	0
Gene_16239	126	106	70	61	194	47
Gene_16240	0	2	3	0	0	0
Gene_16241	508	322	3917	1983	1916	1558
Gene_16242	41	82	259	202	355	139
Gene_16243	46	15	163	16	41	77
Gene_16244	501	372	2360	429	831	430
Gene_16245	47	40	445	259	128	102
Gene_16246	133	128	349	187	133	129
Gene_16247	1	1	15	5	0	4
Gene_16248	149	146	367	187	199	144
Gene_16249	1	0	10	0	4	9
Gene_16250	11	5	38	11	34	50
Gene_16251	82	71	87	82	184	48
Gene_16252	10	16	54	11	96	73
Gene_16253	877	1298	802	3251	3554	776
Gene_16254	7	7	15	36	19	14
Gene_16255	0	0	0	0	0	1
Gene_16256	3	1	0	1	0	0
Gene_16257	42	42	113	36	90	20
Gene_16258	2	2	37	7	7	16
Gene_16259	37	46	209	123	88	42
Gene_16260	3	0	2	0	14	1
Gene_16261	1	0	10	0	0	1
Gene_16262	20	5	28	11	67	12
Gene_16263	74	45	21	134	0	17
Gene_16264	0	0	8	0	2	3
Gene_16265	0	0	0	0	2	0
Gene_16266	0	0	0	22	347	56
Gene_16267	8	5	22	12	7	3
Gene_16268	13	15	13	29	41	13
Gene_16269	399	325	373	318	505	544
Gene_16270	96	92	562	828	264	229
Gene_16271	0	0	0	0	0	3
Gene_16272	3	0	11	36	2	8
Gene_16273	21	13	94	30	48	25
Gene_16274	536	408	2468	1560	1085	1212
Gene_16275	2	0	4	8	0	0
Gene_16276	93	61	85	51	87	106
Gene_16277	7	5	15	14	28	43
Gene_16278	7	8	132	17	0	1
Gene_16279	1	1	3	2	0	9
Gene_16280	16	13	48	19	24	20
Gene_16281	75	46	48	171	66	39
Gene_16282	0	0	20	10	8	6
Gene_16283	3	0	1	0	1	0
Gene_16284	2	1	6	2	4	8
Gene_16285	22	12	88	263	139	62
Gene_16286	31	38	101	79	140	77
Gene_16287	781	590	1167	1219	1604	940
Gene_16288	0	0	0	18	0	10
Gene_16289	0	1	18	0	1	3
Gene_16290	72	37	697	262	141	180
Gene_16291	49	69	0	8	145	81
Gene_16292	97	192	190	220	114	39
Gene_16293	293	280	894	1103	283	921
Gene_16294	136	58	286	275	218	244
Gene_16295	2	2	0	1	0	1
Gene_16296	3479	2864	2296	2291	3300	1301
Gene_16297	43	35	131	48	18	62
Gene_16298	0	1	1	0	0	1
Gene_16299	27	30	111	127	40	55
Gene_16300	7	21	35	6	28	25
Gene_16301	356	227	436	391	802	511
Gene_16302	2	0	0	0	1	1
Gene_16303	371	333	3364	933	798	915
Gene_16304	0	2	20	0	14	3
Gene_16305	5	5	20	16	13	11
Gene_16306	79	126	337	278	161	185
Gene_16307	0	0	1	0	0	0
Gene_16308	7	0	10	0	0	0
Gene_16309	703	439	12061	5068	645	1136
Gene_16310	22	9	39	63	944	1476
Gene_16311	4	1	1	0	0	0
Gene_16312	184	181	783	447	427	243
Gene_16313	1266	1382	7185	3008	3551	1755
Gene_16314	4	13	147	56	100	22
Gene_16315	0	0	5	0	15	0
Gene_16316	0	0	2	0	0	0
Gene_16317	5	15	89	68	110	30
Gene_16318	0	0	1	0	0	0
Gene_16319	1	0	0	0	0	1
Gene_16320	17	17	57	10	17	8
Gene_16321	4	4	7	1	5	2
Gene_16322	73	110	76	58	5	6
Gene_16323	0	1	0	0	0	0
Gene_16324	0	0	0	38	0	3
Gene_16325	1	9	8	0	40	9
Gene_16326	160	102	358	217	314	371
Gene_16327	138	55	227	58	178	56
Gene_16328	2	2	5	5	4	24
Gene_16329	5	2	5	8	8	1
Gene_16330	48	52	143	197	127	36
Gene_16331	0	0	0	0	0	1
Gene_16332	91	83	154	156	378	265
Gene_16333	2	3	9	35	3	2
Gene_16334	1	5	23	0	3	4
Gene_16335	59	54	107	105	409	171
Gene_16336	72	65	32	49	137	23
Gene_16337	0	0	0	26	7	4
Gene_16338	69	115	193	263	296	112
Gene_16339	1616	1288	8919	1118	2514	2427
Gene_16340	0	0	0	0	1	0
Gene_16341	30	35	1	5	0	1
Gene_16342	8	6	5	9	0	2
Gene_16343	1413	1172	3178	5027	12723	3172
Gene_16344	0	0	0	1	0	2
Gene_16345	62	51	511	780	202	101
Gene_16346	11	7	11	2	27	17
Gene_16347	280	198	6	32	7	29
Gene_16348	1	0	1	5	0	0
Gene_16349	22	28	0	0	0	6
Gene_16350	36	36	26	77	104	30
Gene_16351	0	0	1	0	0	6
Gene_16352	86	63	367	467	239	153
Gene_16353	49	15	581	223	80	76
Gene_16354	59	55	128	78	105	57
Gene_16355	7	4	14	0	0	1
Gene_16356	67	100	480	187	234	166
Gene_16357	36	48	38	42	100	34
Gene_16358	74	51	94	23	55	35
Gene_16359	12	30	0	86	0	0
Gene_16360	26	19	131	82	12	21
Gene_16361	39	20	137	14	45	32
Gene_16362	114	370	0	14	1465	424
Gene_16363	19	16	16	8	7	13
Gene_16364	74	59	194	0	34	20
Gene_16365	6	1	12	0	10	3
Gene_16366	225	153	1526	240	179	97
Gene_16367	82	13	212	21	115	107
Gene_16368	23	9	31	0	14	10
Gene_16369	0	0	5	0	0	0
Gene_16370	41	35	168	65	67	86
Gene_16371	25	1	795	0	1	9
Gene_16372	178	231	820	744	1057	444
Gene_16373	33	12	63	81	108	48
Gene_16374	165	678	2230	109	25	54
Gene_16375	11	3	22	1	0	11
Gene_16376	3	0	0	0	0	2
Gene_16377	10	21	60	3	17	19
Gene_16378	247	181	1153	492	495	339
Gene_16379	0	0	0	3	0	2
Gene_16380	27	14	393	80	440	118
Gene_16381	7	17	11	3	13	6
Gene_16382	0	4	4	0	0	0
Gene_16383	28	13	36	9	111	36
Gene_16384	10	5	23	31	46	4
Gene_16385	0	0	1	0	0	2
Gene_16386	2	5	7	20	3	1
Gene_16387	3	3	13	19	21	8
Gene_16388	230	182	224	229	91	117
Gene_16389	204	237	646	390	563	336
Gene_16390	155	25	80	34	180	94
Gene_16391	13	1	21	15	0	4
Gene_16392	24	36	36	18	39	19
Gene_16393	30	30	113	32	76	27
Gene_16394	0	0	2	0	63	1
Gene_16395	0	0	3	0	0	0
Gene_16396	51	49	329	366	224	323
Gene_16397	29	33	66	38	0	5
Gene_16398	44	41	148	84	78	40
Gene_16399	0	0	33	108	0	1
Gene_16400	38	34	186	288	111	105
Gene_16401	1	0	23	0	0	1
Gene_16402	1	0	0	0	0	0
Gene_16403	7	0	5	0	0	1
Gene_16404	59	53	187	182	215	113
Gene_16405	114	54	86	5	64	43
Gene_16406	52	48	223	172	216	76
Gene_16407	0	0	3	1	0	2
Gene_16408	140	161	504	785	555	130
Gene_16409	11	3	19	9	32	28
Gene_16410	13	16	37	16	30	18
Gene_16411	94	63	570	231	329	184
Gene_16412	0	0	4	0	0	2
Gene_16413	3	0	22	196	10	16
Gene_16414	165	108	243	201	90	134
Gene_16415	57	22	59	551	468	111
Gene_16416	50	42	36	13	70	10
Gene_16417	6	10	19	15	64	33
Gene_16418	657	398	234	249	306	490
Gene_16419	264	320	836	647	1349	664
Gene_16420	761	702	1060	1598	2063	1079
Gene_16421	0	0	0	0	0	1
Gene_16422	416	320	254	1016	668	351
Gene_16423	126	184	14	182	638	100
Gene_16424	103	71	236	152	184	78
Gene_16425	27	14	79	16	31	37
Gene_16426	89	188	540	473	400	93
Gene_16427	75	62	334	76	212	115
Gene_16428	58	34	152	125	60	79
Gene_16429	0	0	1	2	0	5
Gene_16430	0	0	7	0	0	0
Gene_16431	55	56	59	15	8	3
Gene_16432	0	0	4	0	0	0
Gene_16433	0	0	0	1	0	0
Gene_16434	93	136	205	405	126	67
Gene_16435	98	73	68	12	3	32
Gene_16436	0	0	4	13	10	0
Gene_16437	22	5	20	0	3	13
Gene_16438	1	0	0	1	2	2
Gene_16439	125	78	51	807	557	394
Gene_16440	0	0	0	0	0	1
Gene_16441	59	29	80	270	294	213
Gene_16442	30	20	149	72	44	101
Gene_16443	20	21	34	36	58	23
Gene_16444	10	3	62	16	1	0
Gene_16445	1	0	5	0	1	2
Gene_16446	35	0	200	1	29	6
Gene_16447	60	82	130	195	143	69
Gene_16448	3088	1708	3794	825	1529	1461
Gene_16449	2472	2093	6569	8833	5187	6293
Gene_16450	81	70	348	354	119	74
Gene_16451	200	208	676	197	591	341
Gene_16452	1	3	15	0	9	12
Gene_16453	0	0	0	0	0	2
Gene_16454	2	0	117	10	3	8
Gene_16455	15	9	40	7	4	12
Gene_16456	2	1	4	17	4	18
Gene_16457	1	5	0	0	0	0
Gene_16458	6	13	62	7	32	2
Gene_16459	24	33	115	67	168	98
Gene_16460	11	4	46	11	11	26
Gene_16461	2	1	2	0	1	2
Gene_16462	0	0	1	0	0	0
Gene_16463	74	57	10	27	16	41
Gene_16464	23	19	19	14	34	12
Gene_16465	9	1	19	1	12	10
Gene_16466	533	451	174	81	807	48
Gene_16467	1	0	8	10	1	0
Gene_16468	8	1	15	14	17	28
Gene_16469	1	4	29	4	11	3
Gene_16470	17	15	10	7	16	4
Gene_16471	4	5	14	26	18	5
Gene_16472	39	69	324	84	55	45
Gene_16473	465	385	1856	1368	1561	627
Gene_16474	54	25	871	210	163	134
Gene_16475	0	0	34	25	0	3
Gene_16476	1	0	0	1	0	0
Gene_16477	177	193	224	484	448	169
Gene_16478	13	22	8	0	5	2
Gene_16479	3	2	9	16	22	8
Gene_16480	34	53	195	19	73	60
Gene_16481	41	44	98	116	51	9
Gene_16482	82	86	60	20	77	84
Gene_16483	261	420	281	190	395	349
Gene_16484	15	14	86	4	5	18
Gene_16485	0	1	8	0	0	0
Gene_16486	0	0	0	0	0	5
Gene_16487	22	44	164	0	59	30
Gene_16488	135	62	131	81	313	234
Gene_16489	7	3	17	120	24	19
Gene_16490	0	3	0	5	2	0
Gene_16491	0	0	0	0	0	1
Gene_16492	56	77	36	39	20	1
Gene_16493	0	0	11	16	46	3
Gene_16494	19	46	37	53	55	89
Gene_16495	74	66	434	249	515	70
Gene_16496	1	0	0	0	0	4
Gene_16497	70	35	189	0	18	10
Gene_16498	63	26	17	15	97	252
Gene_16499	0	0	1	0	0	0
Gene_16500	68	42	101	65	142	90
Gene_16501	16	22	679	466	291	322
Gene_16502	9	3	7	20	3	11
Gene_16503	43	20	0	6	0	2
Gene_16504	0	0	1	1	0	0
Gene_16505	386	212	1861	250	313	554
Gene_16506	82	66	144	13	19	56
Gene_16507	40	60	93	38	50	61
Gene_16508	24	17	52	15	4	20
Gene_16509	2	5	12	9	14	24
Gene_16510	0	0	0	0	0	4
Gene_16511	1	0	0	0	0	0
Gene_16512	112	67	152	94	223	144
Gene_16513	5	7	0	0	19	22
Gene_16514	0	1	4	0	0	0
Gene_16515	6	5	16	2	69	22
Gene_16516	91	51	183	132	229	157
Gene_16517	0	0	300	0	0	0
Gene_16518	29	20	69	14	7	17
Gene_16519	150	149	128	22	518	69
Gene_16520	0	0	1	0	0	0
Gene_16521	49	35	311	165	245	170
Gene_16522	5	2	0	2	18	0
Gene_16523	0	1	2	0	4	1
Gene_16524	148	124	484	78	252	67
Gene_16525	9	12	28	13	20	21
Gene_16526	1	1	3	0	30	8
Gene_16527	10	16	4	11	7	21
Gene_16528	3	9	46	13	34	14
Gene_16529	474	297	1534	2476	789	502
Gene_16530	0	0	0	0	0	1
Gene_16531	7	4	21	74	21	24
Gene_16532	15	22	28	59	47	26
Gene_16533	0	13	23	1	57	37
Gene_16534	1	0	0	1	0	0
Gene_16535	59	34	229	136	28	91
Gene_16536	8	3	0	0	1	12
Gene_16537	327	367	4	355	19	38
Gene_16538	1	0	5	0	0	5
Gene_16539	23	31	52	48	28	53
Gene_16540	86	124	85	82	345	102
Gene_16541	68	44	173	110	195	153
Gene_16542	0	0	0	0	1	0
Gene_16543	63	61	261	108	235	183
Gene_16544	24	26	99	138	44	29
Gene_16545	0	0	2	0	0	0
Gene_16546	6	4	1	0	0	1
Gene_16547	1	1	1	0	0	0
Gene_16548	12	8	35	19	26	23
Gene_16549	93	91	266	296	286	135
Gene_16550	22	33	25	15	128	34
Gene_16551	127	74	606	771	275	119
Gene_16552	10	3	24	24	4	11
Gene_16553	55	33	80	28	75	56
Gene_16554	120	107	675	389	86	165
Gene_16555	790	659	2177	1130	1892	1165
Gene_16556	2	1	6	0	2	2
Gene_16557	5	2	3	8	0	3
Gene_16558	2651	918	9528	805	2496	3106
Gene_16559	31	32	334	177	119	171
Gene_16560	1948	1231	68	851	1232	241
Gene_16561	2	0	9	0	4	1
Gene_16562	504	682	630	464	659	108
Gene_16563	14	22	7	8	6	35
Gene_16564	0	0	2	0	0	0
Gene_16565	4	5	1	18	14	20
Gene_16566	81	60	87	39	126	88
Gene_16567	4	0	8	0	0	0
Gene_16568	64	41	226	169	71	120
Gene_16569	0	0	1	2	2	0
Gene_16570	73	50	100	11	36	36
Gene_16571	25	11	59	22	90	47
Gene_16572	15	16	14	48	47	36
Gene_16573	50	38	63	71	34	57
Gene_16574	55	66	42	59	52	54
Gene_16575	0	0	5	0	0	0
Gene_16576	2978	3407	13436	9026	8970	3958
Gene_16577	0	0	1	0	0	0
Gene_16578	33	41	84	51	102	25
Gene_16579	125	129	1206	1530	521	313
Gene_16580	34	46	111	89	75	29
Gene_16581	2	0	8	3	5	8
Gene_16582	3	3	3	18	1	8
Gene_16583	0	0	0	0	0	1
Gene_16584	131	130	214	262	262	270
Gene_16585	2	5	37	8	2	14
Gene_16586	229	231	114	73	128	100
Gene_16587	0	1	1	4	0	0
Gene_16588	61	72	98	192	74	94
Gene_16589	37	17	32	0	2	8
Gene_16590	1	1	0	0	0	1
Gene_16591	1890	1274	5026	5312	3719	3470
Gene_16592	1	0	1	0	0	0
Gene_16593	0	0	1	5	0	2
Gene_16594	0	2	3	0	0	1
Gene_16595	2	0	0	0	0	0
Gene_16596	236	233	215	242	242	250
Gene_16597	0	0	1	0	0	0
Gene_16598	26	20	303	49	40	24
Gene_16599	4	7	23	7	0	4
Gene_16600	969	725	3043	2140	1612	2384
Gene_16601	6	4	71	26	57	86
Gene_16602	2347	2356	8265	5851	5582	5669
Gene_16603	0	0	1	3	0	0
Gene_16604	34	17	10	5	10	27
Gene_16605	0	2	0	0	0	1
Gene_16606	171	116	290	273	530	270
Gene_16607	4	0	6	1	0	5
Gene_16608	50	52	157	122	181	74
Gene_16609	15	8	6	0	0	0
Gene_16610	0	2	5	1	1	3
Gene_16611	185	235	179	1093	1681	315
Gene_16612	4	9	5	0	0	0
Gene_16613	0	0	1	1	0	0
Gene_16614	140	118	269	261	262	118
Gene_16615	49	23	281	70	334	119
Gene_16616	38	29	70	42	161	69
Gene_16617	0	0	2	0	0	1
Gene_16618	54	46	4	4	0	3
Gene_16619	318	29	248	15	81	65
Gene_16620	1	0	28	0	3	8
Gene_16621	1	0	3	2	0	0
Gene_16622	54	15	109	32	165	208
Gene_16623	16	13	19	0	16	13
Gene_16624	6	0	9	0	0	0
Gene_16625	36	51	51	82	107	39
Gene_16626	2	2	13	87	4	3
Gene_16627	95	42	45	123	158	59
Gene_16628	46	46	131	96	56	37
Gene_16629	25	46	5	42	34	12
Gene_16630	15	2	37	11	1	5
Gene_16631	211	260	701	619	585	265
Gene_16632	26071	16535	40825	11099	25909	45424
Gene_16633	9	6	77	11	30	6
Gene_16634	35	53	52	1	29	3
Gene_16635	0	0	0	7	0	0
Gene_16636	94	73	268	137	175	94
Gene_16637	7	6	1	0	0	4
Gene_16638	1	0	18	0	0	0
Gene_16639	0	0	1	0	0	0
Gene_16640	4	3	12	34	1	3
Gene_16641	6	2	16	84	21	15
Gene_16642	0	2	0	0	6	1
Gene_16643	20	29	128	75	92	41
Gene_16644	10	14	36	23	39	21
Gene_16645	1544	1412	1863	2771	5942	1176
Gene_16646	36	86	270	79	208	80
Gene_16647	134	101	208	223	328	151
Gene_16648	274	170	230	384	443	189
Gene_16649	9	4	311	488	189	131
Gene_16650	0	0	1	0	0	1
Gene_16651	44	0	186	0	3	3
Gene_16652	37	16	160	79	113	110
Gene_16653	53	56	52	30	10	21
Gene_16654	681	506	176	641	444	205
Gene_16655	11	3	48	9	58	44
Gene_16656	69	66	729	225	96	49
Gene_16657	10	11	11	1	3	0
Gene_16658	0	0	5	0	0	0
Gene_16659	100	59	124	44	148	75
Gene_16660	0	0	2	0	1	0
Gene_16661	64	75	152	329	282	126
Gene_16662	50	48	129	137	126	162
Gene_16663	41	41	140	111	54	99
Gene_16664	65	109	167	27	83	76
Gene_16665	62	31	759	176	535	163
Gene_16666	2	1	3	4	0	3
Gene_16667	50	40	218	104	83	74
Gene_16668	17	29	108	186	117	89
Gene_16669	143	77	164	115	120	170
Gene_16670	0	0	2	0	0	0
Gene_16671	2	0	3	0	5	4
Gene_16672	78	32	161	126	193	172
Gene_16673	0	0	9	6	0	0
Gene_16674	7	9	12	7	8	2
Gene_16675	20	47	120	121	69	25
Gene_16676	1114	949	8747	6433	2515	1707
Gene_16677	16	1	57	4	16	23
Gene_16678	34	30	61	30	91	49
Gene_16679	1035	693	6231	3135	1422	488
Gene_16680	69	54	115	100	105	50
Gene_16681	0	0	2	0	153	3
Gene_16682	10	2	2	8	6	11
Gene_16683	70	75	187	77	106	81
Gene_16684	884	715	1977	1770	3372	928
Gene_16685	65	45	187	310	128	213
Gene_16686	4	0	2	0	5	4
Gene_16687	354	383	1533	921	1154	592
Gene_16688	150	77	58	23	128	111
Gene_16689	579	428	1361	192	600	524
Gene_16690	20	13	43	34	59	34
Gene_16691	102	40	342	50	77	69
Gene_16692	22	42	155	91	46	61
Gene_16693	199	204	760	557	672	237
Gene_16694	29	22	5	8	82	58
Gene_16695	59	36	101	1090	286	107
Gene_16696	161	228	304	228	446	173
Gene_16697	0	0	3	0	0	0
Gene_16698	31	24	213	45	113	29
Gene_16699	0	1	2	0	0	3
Gene_16700	128	129	1076	661	2855	1422
Gene_16701	15	0	54	3	11	18
Gene_16702	2	0	3	1	7	3
Gene_16703	9	13	0	2	6	7
Gene_16704	9	8	40	8	30	10
Gene_16705	370	789	26	111	150	51
Gene_16706	0	0	0	0	0	4
Gene_16707	905	1142	1605	550	1197	477
Gene_16708	12	13	94	86	49	25
Gene_16709	0	0	8	724	0	4
Gene_16710	0	0	0	4	0	0
Gene_16711	0	0	2	0	5	0
Gene_16712	58	94	75	56	89	82
Gene_16713	277	325	942	476	615	345
Gene_16714	1	0	3	0	0	1
Gene_16715	466	408	5743	3443	1920	3429
Gene_16716	0	0	3	1	1	4
Gene_16717	2	2	17	20	7	13
Gene_16718	89	77	75	105	102	44
Gene_16719	11	9	38	42	85	45
Gene_16720	370	536	379	381	1723	636
Gene_16721	21	12	55	21	14	8
Gene_16722	0	0	1	581	139	7
Gene_16723	6	16	78	46	41	49
Gene_16724	113	145	223	244	288	240
Gene_16725	0	0	3	0	0	0
Gene_16726	1	0	20	1	1	1
Gene_16727	48	30	42	7	74	119
Gene_16728	289	241	184	212	184	96
Gene_16729	1990	1901	6842	4845	3871	4837
Gene_16730	181	203	394	1059	1313	448
Gene_16731	1	0	7	0	0	0
Gene_16732	130	165	339	120	324	235
Gene_16733	4	6	3	6	1	1
Gene_16734	304	237	315	416	394	277
Gene_16735	200	170	339	627	451	253
Gene_16736	113	218	541	442	581	185
Gene_16737	269	324	437	355	355	146
Gene_16738	55	43	257	175	575	135
Gene_16739	33	18	3	0	0	0
Gene_16740	277	189	906	1002	1087	508
Gene_16741	19	26	110	57	277	71
Gene_16742	1	0	0	0	0	0
Gene_16743	19	34	43	22	38	32
Gene_16744	28	1	4	5	0	0
Gene_16745	0	1	0	0	0	0
Gene_16746	56	31	506	155	17	54
Gene_16747	19	11	35	2	28	12
Gene_16748	10	0	39	12	44	5
Gene_16749	80	30	365	216	162	138
Gene_16750	193	80	134	58	188	192
Gene_16751	0	0	2	0	0	1
Gene_16752	37	35	321	773	273	104
Gene_16753	407	292	372	598	551	263
Gene_16754	1773	1379	11	95	2057	677
Gene_16755	24	31	99	101	266	43
Gene_16756	0	3	0	0	0	0
Gene_16757	1	1	4	0	0	1
Gene_16758	16	8	0	0	0	0
Gene_16759	58	52	243	114	246	151
Gene_16760	38	49	82	132	71	155
Gene_16761	138	151	248	180	493	128
Gene_16762	2	8	31	15	11	10
Gene_16763	121	105	427	358	208	106
Gene_16764	0	0	0	0	0	1
Gene_16765	65	52	79	494	319	153
Gene_16766	15	2	45	7	25	21
Gene_16767	97	140	134	159	520	80
Gene_16768	157	279	600	214	300	96
Gene_16769	139	134	434	246	201	179
Gene_16770	8	0	68	19	15	14
Gene_16771	167	70	418	33	189	93
Gene_16772	44	28	17	25	8	24
Gene_16773	10	28	4	1	11	27
Gene_16774	384	253	270	55	63	81
Gene_16775	0	0	3	0	0	1
Gene_16776	34	61	614	139	188	118
Gene_16777	31	20	113	94	141	57
Gene_16778	19	15	162	25	25	31
Gene_16779	4	0	14	27	11	22
Gene_16780	11	7	28	11	3	21
Gene_16781	165	48	630	3	92	65
Gene_16782	11	5	71	0	39	44
Gene_16783	147	141	246	216	225	91
Gene_16784	1	0	168	157	426	242
Gene_16785	0	0	22	0	0	15
Gene_16786	0	0	3	0	0	0
Gene_16787	2	1	14	3	0	5
Gene_16788	105	76	358	260	237	210
Gene_16789	12	7	16	2	18	16
Gene_16790	8	5	4	0	10	5
Gene_16791	21	18	35	10	11	24
Gene_16792	34	21	258	296	49	136
Gene_16793	8	15	21	14	12	19
Gene_16794	13	5	6	2	6	14
Gene_16795	25	50	30	47	166	22
Gene_16796	34	35	36	14	100	15
Gene_16797	103	69	105	164	171	187
Gene_16798	884	1252	1655	1906	2580	485
Gene_16799	34	31	60	55	21	30
Gene_16800	13	2	30	10	12	12
Gene_16801	41	30	83	42	60	139
Gene_16802	41	40	6	20	103	18
Gene_16803	106	36	85	33	46	146
Gene_16804	203	252	328	703	960	152
Gene_16805	0	2	0	11	0	15
Gene_16806	9	23	6	28	7	8
Gene_16807	4	3	21	9	12	9
Gene_16808	639	601	1041	1285	1741	1238
Gene_16809	64	58	393	246	139	283
Gene_16810	18	27	46	56	15	46
Gene_16811	138	142	397	76	381	142
Gene_16812	202	245	532	236	442	218
Gene_16813	0	0	0	0	0	13
Gene_16814	114	45	223	227	322	100
Gene_16815	0	0	1	0	0	1
Gene_16816	4	12	0	6	1	0
Gene_16817	303	139	282	167	113	105
Gene_16818	107	166	172	109	253	54
Gene_16819	167	237	96	8	39	23
Gene_16820	0	0	10	4	4	3
Gene_16821	292	106	257	36	293	224
Gene_16822	0	0	0	3	0	1
Gene_16823	289	553	1374	700	3741	2279
Gene_16824	710	483	1182	2230	1673	1107
Gene_16825	16	12	15	10	32	25
Gene_16826	4	10	3	8	0	2
